500 8 0.000663995742798 4.20981812477 0.268 0.146888888889 2.09085675805 120.675931247 
2000 8 0.000455856323242 65.7710559368 0.2212 0.291 1.96493626783 130.317122031 
200 8 0.000482082366943 1.59953713417 0.1872 0.117666666667 4.45634779521 82.4428316172 
50 8 0.000627994537354 0.827654123306 0.2164 0.0271111111111 4.90681005498 76.7555211365 
50 8 0.000394105911255 0.819841861725 0.2048 0.123055555556 6.09097007245 78.271594906 
100 8 0.000377178192139 0.902229070663 0.1768 0.095 6.25756336245 72.4055598347 
100 8 0.000481128692627 0.906117916107 0.1944 0.127833333333 1.89532056991 92.79795432 
1500 8 0.000294923782349 39.4501800537 0.2112 0.246833333333 4.46103921974 124.504395135 
2000 8 0.000765085220337 65.4329969883 0.2228 0.263444444444 2.08232856549 132.167793152 
2000 8 0.000302076339722 68.6560089588 0.2432 0.237388888889 1.31111281444 132.020101074 
200 8 0.000901937484741 1.3655731678 0.2024 0.0987777777778 1.64835456467 92.3653964167 
200 8 0.000727891921997 1.52680301666 0.1988 0.0573333333333 2.0125086213 80.0952996738 
500 8 0.000437021255493 4.03449392319 0.2356 0.231555555556 3.27056569411 117.234419601 
100 8 0.000197887420654 0.937246799469 0.1924 0.106666666667 3.32237035182 75.7079021385 
200 8 0.000284910202026 1.78363609314 0.19 0.0877777777778 7.40328397385 86.9374595717 
1000 8 0.000432968139648 15.8752231598 0.2484 0.292944444444 2.51367627194 136.557652539 
200 8 0.000582218170166 1.73959493637 0.188 0.0832222222222 6.05894600637 78.7793584899 
50 8 0.000211954116821 0.788620948792 0.202 0.125055555556 3.96683248287 81.8006477646 
200 8 0.000241041183472 1.37145209312 0.1816 0.0616666666667 6.92874444789 74.341005467 
100 8 0.000241994857788 0.877887964249 0.194 0.1515 4.96413280938 91.7351574036 
500 8 0.000797033309937 3.86179900169 0.258 0.182388888889 5.01000321737 106.192082833 
100 8 0.000470876693726 1.06883883476 0.1812 0.0592222222222 1.9975975873 74.1723660159 
100 8 0.000196933746338 0.936190128326 0.1968 0.113388888889 2.00086964789 79.1506648029 
500 8 0.000561952590942 4.00910782814 0.2612 0.218222222222 2.65938108034 111.011997199 
1000 8 0.000510931015015 16.0016751289 0.2884 0.2645 1.85053001026 136.288233391 
1500 8 0.000268936157227 36.4441151619 0.2156 0.299666666667 1.9659471311 122.640918877 
200 8 0.000354051589966 1.33381700516 0.1824 0.137611111111 2.27910276745 78.5677316924 
1500 8 0.000277042388916 39.7366189957 0.2192 0.255111111111 3.43271327255 134.128274978 
50 8 0.000388145446777 0.813100099564 0.1952 0.0965555555556 5.76799756698 67.63692336 
200 8 0.000419855117798 1.32841086388 0.2176 0.101555555556 1.48269561551 87.8001738544 
1000 8 0.000605821609497 15.3024868965 0.2468 0.278055555556 1.72312719021 120.137184361 
200 8 0.000416994094849 1.3609919548 0.1812 0.177388888889 2.33690750502 89.3707884574 
100 8 0.000401973724365 0.929393053055 0.1828 0.111055555556 3.03234321866 79.1438992096 
2000 8 0.00079607963562 62.4946081638 0.2092 0.290222222222 1.79960251024 120.285103222 
200 8 0.000399827957153 1.30098199844 0.1776 0.103055555556 5.28299290938 76.2697938433 
200 8 0.00056791305542 1.32534313202 0.2088 0.0740555555556 2.14795813834 90.6733978214 
200 8 0.000221014022827 1.39121699333 0.1932 0.063 7.99501133503 79.0952069448 
100 8 0.000325918197632 0.916335821152 0.1868 0.142777777778 3.68035231014 88.6134927547 
1000 8 0.000279188156128 15.7434718609 0.2304 0.266277777778 1.98508738085 127.11056167 
200 8 0.000406980514526 1.36558794975 0.184 0.175055555556 3.0500428563 94.6968495818 
1000 8 0.000432014465332 16.0114741325 0.2796 0.280166666667 1.07900083492 120.784204076 
100 8 0.000349998474121 1.08313012123 0.2064 0.0643333333333 2.45748053267 81.9684879935 
50 8 0.000224113464355 0.897452116013 0.2184 0.0684444444444 5.48300737189 81.0241271353 
2000 8 0.000690937042236 62.4672839642 0.2188 0.259444444444 3.08223695068 123.531860724 
100 8 0.00020694732666 0.93371796608 0.17 0.137111111111 3.55113746096 78.548699875 
1500 8 0.000425100326538 36.3689889908 0.2256 0.248222222222 2.07551793664 123.192777397 
50 8 0.000237226486206 0.925963878632 0.1876 0.0445555555556 7.75774620991 69.9361684911 
50 8 0.000241994857788 0.814221858978 0.2128 0.0699444444444 2.6275103745 74.8702048654 
500 8 0.000445127487183 3.99979496002 0.2652 0.186611111111 0.844366401154 106.78286449 
1500 8 0.000564813613892 36.2937920094 0.1748 0.270555555556 2.52815742646 125.265569659 
1500 8 0.00037407875061 36.2872650623 0.2216 0.274388888889 2.89018906472 122.238922547 
200 8 0.00025200843811 1.42570495605 0.1988 0.0743888888889 1.54069352737 85.4562820223 
2000 8 0.000246047973633 63.1639270782 0.2164 0.278 2.89496571957 140.445307589 
50 8 0.000753879547119 0.775907039642 0.1928 0.0868333333333 4.35958760672 72.0810060383 
1000 8 0.00053882598877 16.030613184 0.246 0.2655 2.4257310689 134.00105151 
