8 0.000674962997437 16.1621088982 0.7872 0.0275 0.0842614104744 1188.04399429 
8 0.000272989273071 25.4412801266 0.7596 0.0148333333333 0.251834926691 1040.17399485 
8 0.000534057617188 15.8810858727 0.7872 0.0193888888889 0.873545286319 1245.40950003 
8 0.000504016876221 15.8220551014 0.7704 0.0118888888889 0.0692032910192 1250.56154301 
8 0.000327110290527 15.5078248978 0.7812 0.00722222222222 0.179297842211 1236.6739862 
8 0.000410079956055 15.8400671482 0.7844 0.00822222222222 0.250397990432 1301.73824366 
8 0.000412940979004 15.8254868984 0.7752 0.0124444444444 0.189511210685 1173.39165084 
8 0.000404119491577 21.294219017 0.7868 0.0174444444444 0.152187317731 1234.93185801 
8 0.000566005706787 16.0515069962 0.792 0.0108333333333 0.125902395457 1263.01720584 
8 0.000272035598755 15.9353890419 0.7704 0.00761111111111 0.274101499741 1161.17079935 
8 0.00025486946106 15.963326931 0.778 0.00977777777778 0.507640168861 1173.42498135 
8 0.000253200531006 16.163921833 0.7628 0.0188333333333 0.275524503687 1174.70499755 
8 0.000301122665405 16.5802249908 0.7672 0.0135 0.267707368397 1137.55147546 
8 0.000289916992188 15.789940834 0.7828 0.0055 0.466675646376 1224.3987097 
8 0.000693082809448 16.5538918972 0.782 0.0317777777778 0.600098589361 1101.22408239 
8 0.00040602684021 16.0469279289 0.7812 0.0105555555556 0.434929876384 1205.59092607 
8 0.000771999359131 15.0152900219 0.7744 0.0170555555556 0.248869536498 1277.03222435 
8 0.000488042831421 15.4110028744 0.7816 0.0118888888889 0.41162193058 1258.06840251 
8 0.000507831573486 22.6519198418 0.7804 0.0133333333333 0.327579102087 1141.98778334 
8 0.00028395652771 20.969545126 0.7816 0.0151111111111 0.250730647608 1131.46552923 
8 0.000225067138672 16.2565281391 0.7764 0.0252222222222 0.426656541418 1085.77419523 
8 0.000269889831543 15.6448998451 0.7716 0.0163333333333 0.553101935862 1260.9774743 
8 0.000240087509155 15.6463859081 0.78 0.0267777777778 0.162601484292 1185.95227385 
8 0.000334024429321 16.5439970493 0.7716 0.00944444444444 0.205724200825 1241.11629908 
8 0.000507116317749 16.6453909874 0.7816 0.016 0.195326997391 1115.94076028 
8 0.000308036804199 15.8085560799 0.7764 0.0129444444444 0.318913485885 1297.45998851 
8 0.000288963317871 19.3400430679 0.7712 0.0277222222222 0.412891951055 1311.81221055 
8 0.000545978546143 15.425235033 0.7684 0.00888888888889 0.406895601138 1218.6457595 
8 0.00053596496582 15.7232649326 0.7964 0.00388888888889 0.238730452268 1289.51689993 
8 0.00066089630127 16.5985021591 0.7908 0.0122222222222 0.844324022398 1309.44528551 
8 0.000247955322266 15.900042057 0.7776 0.00977777777778 0.279125266877 1222.79367575 
8 0.000438928604126 15.227889061 0.778 0.00755555555556 0.43090226732 1271.92488262 
8 0.000761032104492 16.6575639248 0.7768 0.0145 0.641121404072 1156.99842838 
8 0.000516891479492 15.7131898403 0.7904 0.00355555555556 0.519621284917 1233.51740334 
8 0.000264883041382 17.0006330013 0.776 0.0141666666667 0.438135704384 1155.55733899 
